Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1054;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.581.510;AYUDANTE TIC;16;15/04/2020;;14/02/2022;
1055;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.010;TITULADO/A SUPERIOR;22;11/03/2021;;20/09/2021;
1056;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.320;TITULADO/A SUPERIOR;22;10/02/2022;;15/01/2023;
1057;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.220;TITULADO/A SUPERIOR;22;21/12/2021;;12/07/2022;
1058;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.510;TITULADO/A SUPERIOR;22;12/02/2020;;31/05/2020;
1059;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.210;TITULADO/A SUPERIOR;22;10/08/2022;;30/12/2022;
1060;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.154.010;OPERADOR/A DE ORDENADOR;0;13/06/2021;;05/04/2023;
1061;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.109.910;OPERADOR/A DE ORDENADOR;0;08/07/2022;;25/08/2022;
1062;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.088.710;GESTION PROYECTOS;25;14/07/2022;;31/10/2022;
1063;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.410;ASESOROA GESTION ECONOM. ADMVA.;23;06/05/2020;;29/03/2023;
1064;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.510;ASESOROA GESTION ECONOM. ADMVA.;23;23/07/2020;;21/03/2023;
1065;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.010;TITULADO/A GRADO MEDIO;18;24/03/2020;;27/04/2021;
1066;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.220;TITULADO/A GRADO MEDIO;18;07/03/2021;;17/03/2022;
1067;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.720;TITULADO/A SUPERIOR;22;02/01/2020;;16/09/2021;
1068;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.020;TITULADO/A GRADO MEDIO;18;11/07/2020;;04/12/2020;
1069;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.295.310;TITULADO/A GRADO MEDIO;18;05/05/2020;;01/08/2020;
1070;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.476.820;TITULADO/A GRADO MEDIO;18;08/04/2020;;16/07/2020;
1071;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.274.310;TITULADO/A GRADO MEDIO;18;30/06/2022;;30/07/2022;
1072;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.020;TITULADO/A SUPERIOR;22;21/03/2020;;27/09/2021;
1073;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.045.110;TITULADO/A SUPERIOR;22;15/11/2021;;25/01/2022;
1074;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.420;TITULADO/A SUPERIOR;22;24/03/2020;;12/10/2021;
1075;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.920;TITULADO/A SUPERIOR;22;10/11/2022;;29/01/2023;
1076;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.020;TITULADO/A SUPERIOR;22;18/11/2020;;09/03/2022;
1077;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.920;TITULADO/A SUPERIOR;22;18/02/2022;;12/11/2022;
1078;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.120;TITULADO/A SUPERIOR;22;30/04/2021;;20/07/2021;
1079;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.410;TITULADO/A SUPERIOR;22;04/11/2022;;12/04/2023;
1080;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.510;TITULADO/A SUPERIOR;22;02/01/2020;;18/10/2021;
1081;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.210;TITULADO/A SUPERIOR;22;19/02/2022;;30/11/2022;
1082;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.460.910;TITULADO/A SUPERIOR;22;02/12/2022;;18/07/2023;
1083;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.820;TITULADO/A SUPERIOR;22;24/11/2022;;13/07/2023;
1084;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.620;TITULADO/A SUPERIOR;22;30/12/2021;;01/01/2023;
1085;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.020;TITULADO/A SUPERIOR;22;03/02/2022;;26/12/2022;
1086;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.220;TITULADO/A SUPERIOR;22;13/09/2020;;31/03/2021;28/05/2023
1087;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;90.810;AYUDANTE TIC;15;07/08/2021;;01/08/2022;
1088;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.723.310;AYUDANTE TIC;15;20/07/2022;;30/08/2022;
1089;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.491.710;AYUDANTE TIC;15;27/05/2020;;03/07/2021;
1090;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.512.410;AYUDANTE TIC;15;20/08/2020;;13/07/2021;
1091;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.520;TITULADO/A SUPERIOR;22;06/05/2020;;24/11/2020;
1092;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.910;TITULADO/A SUPERIOR;22;05/09/2022;;10/03/2023;
1093;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.120;TITULADO/A SUPERIOR;22;20/06/2022;;24/08/2022;
1094;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.601.410;TITULADO/A SUPERIOR;22;09/11/2021;;23/12/2021;
1095;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.120;TITULADO/A SUPERIOR;22;22/02/2021;;28/07/2021;
1096;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.110;TITULADO/A SUPERIOR;22;19/04/2022;;29/11/2022;
1097;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.120;TITULADO/A SUPERIOR;22;14/12/2021;;21/01/2022;
1098;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.610;TITULADO/A SUPERIOR;22;08/11/2021;;25/09/2022;
1099;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.820;TITULADO/A SUPERIOR;22;02/06/2020;;21/06/2021;
1100;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.110;TITULADO/A SUPERIOR;22;21/04/2020;;14/03/2021;
1101;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.010;TITULADO/A SUPERIOR;22;14/02/2022;;16/10/2022;
1102;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.897.410;TITULADO/A SUPERIOR;22;20/04/2022;;16/11/2022;
1103;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.520;TITULADO/A SUPERIOR;22;25/10/2020;;30/06/2021;
1104;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.320;TITULADO/A SUPERIOR;22;21/11/2020;;26/11/2020;
1105;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.620;TITULADO/A SUPERIOR;22;15/10/2022;;01/01/2023;
1106;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.820;TITULADO/A SUPERIOR;22;01/10/2022;;16/07/2023;
1107;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.620;TITULADO/A SUPERIOR;22;29/10/2020;;13/12/2020;
1108;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.510.310;AYUDANTE TIC;15;05/06/2021;;28/12/2021;
1109;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.820;TITULADO/A SUPERIOR;22;15/04/2020;;03/12/2021;
1110;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.220;TITULADO/A SUPERIOR;22;21/02/2022;;22/11/2022;
1111;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.310;TITULADO/A SUPERIOR;22;09/01/2022;;07/05/2022;
1112;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.410;TITULADO/A SUPERIOR;22;19/09/2022;;24/03/2023;
1113;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.920;TITULADO/A SUPERIOR;22;22/06/2020;;25/04/2021;
1114;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.512.110;TITULADO/A SUPERIOR;22;06/02/2020;;10/06/2021;20/02/2023
1115;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.820;TITULADO/A SUPERIOR;22;23/04/2022;;14/12/2022;
1116;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.210;TITULADO/A SUPERIOR;22;12/03/2020;;11/12/2021;14/04/2024
1117;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.020;TITULADO/A SUPERIOR;22;25/03/2022;;11/02/2023;
1118;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.146.910;ESPECIALISTA DIGITAL;22;24/10/2022;;07/07/2023;
1119;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.552.110;ADMINISTRATIVO/A;15;04/02/2021;;15/04/2023;
1120;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.120;TITULADO/A SUPERIOR;22;17/09/2022;;22/07/2023;
1121;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.610;TITULADO/A SUPERIOR;22;07/08/2022;;02/11/2022;
1122;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.620;TITULADO/A SUPERIOR;22;18/06/2022;;21/11/2022;
1123;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.110;TITULADO/A SUPERIOR;22;12/12/2022;;16/12/2022;
1124;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.420;TITULADO/A SUPERIOR;22;06/07/2020;;14/02/2021;
1125;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.020;TITULADO/A SUPERIOR;22;27/10/2022;;10/03/2023;
1126;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.156.710;AYUDANTE TIC;15;01/10/2020;;29/06/2023;
1127;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.410;AYUDANTE TIC;15;19/12/2020;;22/04/2023;
1128;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.520;TITULADO/A SUPERIOR;22;01/10/2021;;22/10/2022;
1129;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.720;TITULADO/A SUPERIOR;22;06/09/2020;;17/09/2020;
1130;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.920;TITULADO/A SUPERIOR;22;04/05/2022;;24/06/2022;
1131;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.209.710;TITULADO/A SUPERIOR;22;19/12/2021;;27/09/2022;
1132;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.320;TITULADO/A SUPERIOR;22;09/12/2021;;17/12/2021;22/10/2024
1133;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.720;TITULADO/A SUPERIOR;22;30/01/2020;;08/01/2021;
1134;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;95.810;AYUDANTE TIC;15;24/03/2020;;14/04/2021;
1135;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.310;TITULADO/A SUPERIOR;22;24/11/2020;;15/12/2020;
1136;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.320;TITULADO/A SUPERIOR;22;16/06/2020;;02/09/2020;
1137;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.720;TITULADO/A SUPERIOR;22;21/05/2020;;09/04/2021;
1138;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.420;TITULADO/A SUPERIOR;22;28/01/2020;;01/12/2020;
1139;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.220;AYUDANTE TIC;15;31/05/2021;;25/04/2022;
1140;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.310;AYUDANTE TIC;15;08/10/2022;27/09/2024;19/11/2022;11/04/2024
1141;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.220;TITULADO/A SUPERIOR;22;10/05/2022;;07/12/2022;04/09/2024
1142;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.520;TITULADO/A SUPERIOR;22;13/06/2021;;13/11/2021;
1143;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;194.010;AYUDANTE TIC;15;25/10/2022;;10/08/2023;
1144;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.307.410;TITULADO/A SUPERIOR;22;16/09/2022;;30/09/2022;
1145;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.920;TITULADO/A SUPERIOR;22;15/04/2021;;18/02/2022;
1146;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.810;TITULADO/A SUPERIOR;22;08/11/2022;;20/04/2023;
1147;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.010;TITULADO/A SUPERIOR;22;02/03/2022;;12/04/2022;
1148;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.310;AYUDANTE TIC;15;30/03/2022;;27/10/2022;
1149;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.220;TITULADO/A SUPERIOR;22;04/11/2022;26/01/2024;06/02/2023;05/08/2023
1150;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.520;TITULADO/A SUPERIOR;22;04/11/2022;;05/04/2023;
1151;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.810;TITULADO/A SUPERIOR;22;17/03/2022;;27/04/2022;
1152;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.710;TITULADO/A SUPERIOR;22;25/01/2020;;13/11/2020;
1153;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.710;TITULADO/A SUPERIOR;22;26/11/2021;;12/03/2022;
1154;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.410;TITULADO/A SUPERIOR;22;04/01/2022;;11/05/2022;
1155;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.110;TITULADO/A SUPERIOR;22;20/02/2022;;27/03/2022;
1156;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.910;TITULADO/A SUPERIOR;22;07/05/2020;;20/12/2020;
1157;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.201.910;ESPECIALISTA DIGITAL;20;14/12/2020;;14/10/2021;
1158;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.020;ASESOROA TOCNICA;23;27/01/2022;;08/04/2023;
1159;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.902.110;GESTION PROYECTOS;25;14/04/2020;;26/05/2021;
1160;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.920;ASESOROA TOCNICA;23;28/01/2020;;11/09/2020;
1161;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.392.810;GESTION SERVICIOS TECNOLOGICOS;25;29/02/2020;;22/03/2021;
1162;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.520;ASESOROA TOCNICA;23;18/03/2021;;09/10/2021;
1163;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.422.110;AYUDANTE TIC;15;16/07/2021;14/10/2024;11/04/2022;02/03/2024
1164;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.620;ASESOROA TOCNICA;23;25/09/2021;;22/10/2021;
1165;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.673.910;ASESOROA TOCNICA;23;11/12/2021;;27/12/2022;
1166;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.324.410;GESTION SERVICIOS TECNOLOGICOS;25;22/09/2020;;02/02/2022;
1167;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.148.610;ASESOROA TOCNICA;23;10/03/2020;;07/11/2021;
1168;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;568.410;ASESOROA TOCNICA;23;16/01/2022;;10/07/2022;
1169;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.112.310;CONSEJERO/A TECNICO/A;28;08/05/2022;;04/01/2023;
1170;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.510;AUXILIAR ADMINISTRATIVO/A;14;05/10/2022;;26/10/2022;
1171;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.020;AYUDANTE TIC;16;26/05/2020;;05/12/2022;
1172;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.048.710;AYUDANTE TIC;16;16/08/2022;;12/01/2023;
1173;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.901.210;GESTION PROYECTOS;25;08/05/2022;;08/02/2023;
1174;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.791.510;GESTION PROYECTOS;25;06/12/2022;;27/07/2023;
1175;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.910;ASESOROA TOCNICA;23;25/06/2020;;20/01/2023;
1176;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.392.010;ASESOROA TOCNICA;23;11/02/2022;;27/01/2023;
1177;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.520;ASESOROA TOCNICA;23;06/11/2021;;29/06/2023;
1178;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.920;GESTION PROYECTOS;25;22/01/2022;;07/11/2022;
1179;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.720;GESTION PROYECTOS;25;31/12/2022;;04/10/2023;
1180;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.810;ASESOROA TOCNICA;23;07/01/2022;;13/05/2023;
1181;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.910;ASESOROA TOCNICA;23;22/05/2020;;06/07/2023;
1182;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.012.310;AUXILIAR TIC;14;03/11/2022;;07/01/2023;
1183;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.157.810;AYUDANTE TIC;15;20/06/2022;;24/11/2022;
1184;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.885.110;GESTION PROYECTOS;25;30/05/2022;;04/02/2023;
1185;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.629.410;DP. TECNICO;26;14/12/2020;;19/12/2022;
1186;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.520;ASESOROA TOCNICA;23;09/12/2020;;18/11/2021;30/03/2023
1187;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.046.310;ASESOROA TOCNICA;23;20/08/2021;;19/07/2022;10/03/2024
1188;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.320;ASESOROA TOCNICA;23;28/04/2022;;02/07/2022;09/08/2024
1189;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.610;ASESOROA TOCNICA;23;04/04/2021;;23/03/2022;
1190;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.511.510;GESTION SERVICIOS TECNOLOGICOS;25;06/03/2021;;30/01/2022;
1191;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.020;GESTION PROYECTOS;25;01/04/2021;;23/12/2021;
1192;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.514.210;GESTION PROYECTOS;25;30/01/2022;04/03/2025;20/07/2022;07/12/2022
1193;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.420;ASESOROA TOCNICA;23;16/04/2022;;09/07/2022;05/08/2023
1194;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.920;ASESOROA TOCNICA;23;19/07/2021;;05/10/2022;29/10/2022
1195;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.220;ASESOROA TOCNICA;23;21/10/2021;;01/09/2022;23/09/2022
1196;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.392.910;GESTION SERVICIOS TECNOLOGICOS;25;07/12/2020;;25/02/2021;
1197;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.220;AYUDANTE TIC;15;01/12/2020;;20/06/2021;
1198;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;568.610;AYUDANTE TIC;16;15/02/2020;;29/01/2021;
1199;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.410;DP. TECNICO;26;07/09/2022;;18/12/2022;
1200;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.578.510;GESTION SERVICIOS TECNOLOGICOS;25;27/01/2020;;04/06/2023;
