Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1058;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.510;TITULADO/A SUPERIOR;22;20/02/2022;30/11/2025;10/12/2020;
1059;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.210;TITULADO/A SUPERIOR;22;12/08/2022;;28/06/2022;
1060;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.154.010;OPERADOR/A DE ORDENADOR;0;22/09/2022;;13/02/2020;
1061;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.109.910;OPERADOR/A DE ORDENADOR;0;23/11/2023;;14/04/2024;
1062;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.088.710;GESTION PROYECTOS;25;31/10/2020;;27/11/2021;
1063;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.410;ASESOROA GESTION ECONOM. ADMVA.;23;29/06/2023;31/03/2024;22/05/2021;
1064;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.510;ASESOROA GESTION ECONOM. ADMVA.;23;07/12/2022;31/03/2023;20/10/2020;18/11/2025
1065;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.452.010;TITULADO/A GRADO MEDIO;18;07/02/2022;24/06/2025;27/12/2021;02/10/2024
1066;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.450.220;TITULADO/A GRADO MEDIO;18;09/12/2021;;18/12/2020;
1067;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.720;TITULADO/A SUPERIOR;22;07/01/2020;;27/01/2023;
1068;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.020;TITULADO/A GRADO MEDIO;18;31/07/2024;30/05/2025;04/09/2023;
1069;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.295.310;TITULADO/A GRADO MEDIO;18;25/08/2021;06/12/2021;31/03/2025;
1070;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.476.820;TITULADO/A GRADO MEDIO;18;01/11/2023;;10/04/2023;
1071;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.274.310;TITULADO/A GRADO MEDIO;18;25/08/2023;24/03/2025;07/01/2022;
1072;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.494.020;TITULADO/A SUPERIOR;22;13/02/2020;;07/07/2023;
1073;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.045.110;TITULADO/A SUPERIOR;22;08/01/2026;15/01/2026;02/01/2020;
1074;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.420;TITULADO/A SUPERIOR;22;26/05/2022;18/11/2023;21/12/2023;
1075;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.454.920;TITULADO/A SUPERIOR;22;08/07/2021;;14/09/2024;06/02/2026
1076;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.020;TITULADO/A SUPERIOR;22;01/10/2024;05/10/2025;14/11/2021;30/09/2025
1077;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.920;TITULADO/A SUPERIOR;22;15/08/2024;18/06/2025;22/06/2020;
1078;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.120;TITULADO/A SUPERIOR;22;22/06/2023;;04/11/2020;
1079;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.410;TITULADO/A SUPERIOR;22;10/02/2024;05/09/2024;28/01/2021;
1080;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.510;TITULADO/A SUPERIOR;22;27/05/2024;06/12/2024;02/05/2023;
1081;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.210;TITULADO/A SUPERIOR;22;16/01/2023;;24/01/2021;
1082;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.460.910;TITULADO/A SUPERIOR;22;20/07/2024;06/10/2025;28/01/2023;
1083;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.820;TITULADO/A SUPERIOR;22;10/07/2025;;10/07/2023;
1084;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.620;TITULADO/A SUPERIOR;22;17/12/2025;;14/09/2023;
1085;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.020;TITULADO/A SUPERIOR;22;15/12/2025;31/12/2025;17/03/2023;
1086;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.220;TITULADO/A SUPERIOR;22;12/11/2022;;14/02/2023;
1087;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;90.810;AYUDANTE TIC;15;21/07/2025;10/01/2026;18/03/2023;
1088;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.723.310;AYUDANTE TIC;15;05/02/2024;22/04/2024;06/06/2021;26/02/2025
1089;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.491.710;AYUDANTE TIC;15;12/10/2022;02/10/2024;02/05/2021;
1090;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.512.410;AYUDANTE TIC;15;18/09/2022;19/06/2025;21/01/2022;
1091;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.520;TITULADO/A SUPERIOR;22;04/02/2020;;17/10/2024;
1092;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.910;TITULADO/A SUPERIOR;22;04/09/2021;10/01/2023;16/06/2024;
1093;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.120;TITULADO/A SUPERIOR;22;18/09/2020;;20/05/2022;19/09/2024
1094;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.601.410;TITULADO/A SUPERIOR;22;18/06/2023;;21/06/2020;
1095;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.120;TITULADO/A SUPERIOR;22;24/12/2022;20/06/2023;01/10/2024;
1096;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.110;TITULADO/A SUPERIOR;22;25/08/2024;10/03/2025;26/05/2020;
1097;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.120;TITULADO/A SUPERIOR;22;02/04/2024;;13/05/2023;08/10/2023
1098;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.610;TITULADO/A SUPERIOR;22;21/11/2023;31/07/2024;10/12/2023;
1099;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.493.820;TITULADO/A SUPERIOR;22;19/01/2020;23/05/2020;04/04/2020;05/04/2024
1100;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.110;TITULADO/A SUPERIOR;22;14/08/2024;;14/11/2024;
1101;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.010;TITULADO/A SUPERIOR;22;06/11/2023;;08/08/2022;
1102;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.897.410;TITULADO/A SUPERIOR;22;14/07/2022;17/08/2025;01/11/2024;
1103;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.520;TITULADO/A SUPERIOR;22;13/09/2024;17/10/2025;05/02/2023;
1104;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.320;TITULADO/A SUPERIOR;22;07/05/2021;;01/01/2020;22/05/2022
1105;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.620;TITULADO/A SUPERIOR;22;30/10/2024;21/10/2025;29/08/2024;
1106;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.820;TITULADO/A SUPERIOR;22;25/05/2021;20/02/2022;02/03/2024;
1107;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.620;TITULADO/A SUPERIOR;22;04/05/2025;06/08/2025;13/09/2024;
1108;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.510.310;AYUDANTE TIC;15;24/07/2021;;05/10/2022;
1109;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.820;TITULADO/A SUPERIOR;22;31/03/2023;;24/02/2023;13/08/2025
1110;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.220;TITULADO/A SUPERIOR;22;16/01/2024;20/10/2024;13/08/2025;
1111;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.310;TITULADO/A SUPERIOR;22;16/07/2025;;03/12/2022;
1112;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.410;TITULADO/A SUPERIOR;22;10/02/2024;;20/06/2024;
1113;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.920;TITULADO/A SUPERIOR;22;21/04/2021;;28/05/2022;
1114;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.512.110;TITULADO/A SUPERIOR;22;30/08/2025;12/09/2025;16/08/2024;
1115;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.820;TITULADO/A SUPERIOR;22;20/12/2025;30/01/2026;14/05/2022;
1116;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.210;TITULADO/A SUPERIOR;22;21/12/2021;;16/05/2025;
1117;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.020;TITULADO/A SUPERIOR;22;06/06/2023;14/03/2025;17/11/2023;
1118;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.146.910;ESPECIALISTA DIGITAL;22;17/06/2025;31/08/2025;05/01/2024;
1119;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.552.110;ADMINISTRATIVO/A;15;12/04/2023;;25/07/2023;
1120;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.120;TITULADO/A SUPERIOR;22;11/12/2021;;24/08/2022;
1121;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.610;TITULADO/A SUPERIOR;22;26/09/2025;;16/04/2024;
1122;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.620;TITULADO/A SUPERIOR;22;03/10/2020;04/04/2021;06/10/2021;
1123;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.110;TITULADO/A SUPERIOR;22;26/01/2023;;22/07/2023;
1124;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.469.420;TITULADO/A SUPERIOR;22;12/12/2024;;13/04/2023;
1125;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.020;TITULADO/A SUPERIOR;22;04/12/2023;28/07/2025;02/12/2025;31/01/2026
1126;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.156.710;AYUDANTE TIC;15;10/08/2023;;22/01/2025;
1127;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.410;AYUDANTE TIC;15;19/12/2021;23/09/2022;30/01/2021;
1128;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.466.520;TITULADO/A SUPERIOR;22;11/06/2023;16/12/2023;15/01/2022;
1129;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.486.720;TITULADO/A SUPERIOR;22;12/11/2021;24/07/2022;26/05/2023;
1130;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.468.920;TITULADO/A SUPERIOR;22;23/06/2024;;05/04/2021;
1131;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.209.710;TITULADO/A SUPERIOR;22;20/10/2021;05/05/2025;14/06/2021;
1132;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.459.320;TITULADO/A SUPERIOR;22;09/02/2022;;06/12/2020;31/10/2022
1133;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.720;TITULADO/A SUPERIOR;22;18/02/2021;21/12/2021;09/08/2023;
1134;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;95.810;AYUDANTE TIC;15;03/05/2024;31/05/2025;17/12/2024;
1135;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.310;TITULADO/A SUPERIOR;22;14/04/2022;24/10/2024;17/11/2025;
1136;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.320;TITULADO/A SUPERIOR;22;17/02/2020;26/10/2023;02/12/2022;
1137;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.720;TITULADO/A SUPERIOR;22;12/09/2020;07/03/2023;18/03/2022;
1138;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.420;TITULADO/A SUPERIOR;22;23/01/2020;15/03/2020;06/05/2021;
1139;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.220;AYUDANTE TIC;15;28/12/2020;;08/03/2023;
1140;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.220.310;AYUDANTE TIC;15;01/11/2023;;09/11/2021;
1141;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.220;TITULADO/A SUPERIOR;22;02/03/2023;06/06/2025;09/04/2021;
1142;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.520;TITULADO/A SUPERIOR;22;21/11/2021;;28/08/2024;
1143;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;194.010;AYUDANTE TIC;15;28/06/2023;12/06/2024;03/03/2021;
1144;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.307.410;TITULADO/A SUPERIOR;22;21/07/2020;23/04/2023;12/03/2023;22/03/2024
1145;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.489.920;TITULADO/A SUPERIOR;22;10/02/2024;19/10/2024;29/05/2023;
1146;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.810;TITULADO/A SUPERIOR;22;12/11/2023;08/07/2025;18/03/2020;
1147;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.010;TITULADO/A SUPERIOR;22;28/08/2024;;04/10/2021;18/08/2024
1148;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.900.310;AYUDANTE TIC;15;20/10/2022;16/08/2023;13/08/2021;
1149;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.455.220;TITULADO/A SUPERIOR;22;26/01/2026;;27/04/2023;
1150;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.456.520;TITULADO/A SUPERIOR;22;16/07/2024;16/12/2024;11/12/2023;
1151;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.810;TITULADO/A SUPERIOR;22;05/12/2024;;23/07/2020;
1152;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.710;TITULADO/A SUPERIOR;22;23/04/2021;03/12/2021;10/11/2025;04/01/2026
1153;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.710;TITULADO/A SUPERIOR;22;16/03/2023;;20/07/2025;
1154;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.410;TITULADO/A SUPERIOR;22;24/07/2024;07/11/2025;04/07/2025;
1155;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.321.110;TITULADO/A SUPERIOR;22;20/03/2022;;30/07/2020;
1156;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.322.910;TITULADO/A SUPERIOR;22;11/09/2022;;08/12/2020;
1157;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.201.910;ESPECIALISTA DIGITAL;20;07/08/2020;;26/04/2020;
1158;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.020;ASESOROA TOCNICA;23;21/08/2020;20/11/2024;17/09/2023;
1159;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.902.110;GESTION PROYECTOS;25;06/02/2023;;11/07/2023;01/01/2025
1160;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.920;ASESOROA TOCNICA;23;04/11/2024;23/09/2025;01/07/2023;
1161;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.392.810;GESTION SERVICIOS TECNOLOGICOS;25;04/07/2025;;05/11/2023;26/12/2024
1162;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.520;ASESOROA TOCNICA;23;17/03/2022;07/10/2025;07/12/2023;27/10/2024
1163;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.422.110;AYUDANTE TIC;15;12/12/2023;19/02/2025;19/01/2026;
1164;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.620;ASESOROA TOCNICA;23;27/10/2023;12/01/2025;09/09/2025;
1165;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.673.910;ASESOROA TOCNICA;23;27/07/2023;;08/01/2024;
1166;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.324.410;GESTION SERVICIOS TECNOLOGICOS;25;01/08/2024;28/06/2025;05/05/2022;
1167;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.148.610;ASESOROA TOCNICA;23;01/02/2025;;07/05/2023;
1168;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;568.410;ASESOROA TOCNICA;23;04/07/2025;11/07/2025;16/12/2023;
1169;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.112.310;CONSEJERO/A TECNICO/A;28;06/01/2026;16/02/2026;19/01/2025;
1170;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.510;AUXILIAR ADMINISTRATIVO/A;14;03/09/2024;;01/11/2023;
1171;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.465.020;AYUDANTE TIC;16;11/08/2024;07/02/2026;24/07/2023;18/01/2024
1172;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.048.710;AYUDANTE TIC;16;11/07/2021;;02/08/2022;
1173;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.901.210;GESTION PROYECTOS;25;09/11/2025;;19/02/2020;
1174;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.791.510;GESTION PROYECTOS;25;13/04/2025;08/11/2025;16/08/2023;
1175;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.910;ASESOROA TOCNICA;23;04/04/2020;03/05/2020;11/03/2020;30/05/2023
1176;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.392.010;ASESOROA TOCNICA;23;26/10/2021;20/03/2024;02/06/2025;17/09/2025
1177;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.520;ASESOROA TOCNICA;23;15/01/2023;;20/12/2023;
1178;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.920;GESTION PROYECTOS;25;25/06/2023;06/07/2025;18/05/2025;
1179;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.720;GESTION PROYECTOS;25;06/03/2021;08/12/2024;21/09/2020;
1180;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.810;ASESOROA TOCNICA;23;03/06/2021;10/12/2023;30/06/2021;
1181;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.910;ASESOROA TOCNICA;23;19/02/2023;30/08/2025;01/05/2021;22/08/2022
1182;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.012.310;AUXILIAR TIC;14;10/10/2023;;28/01/2021;
1183;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.157.810;AYUDANTE TIC;15;07/09/2020;30/04/2025;07/07/2024;
1184;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.885.110;GESTION PROYECTOS;25;21/11/2023;;02/01/2025;
1185;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.629.410;DP. TECNICO;26;19/03/2024;;05/05/2021;
1186;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.520;ASESOROA TOCNICA;23;28/03/2020;28/08/2021;21/03/2023;
1187;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.046.310;ASESOROA TOCNICA;23;05/04/2023;09/04/2023;24/11/2023;
1188;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.320;ASESOROA TOCNICA;23;03/08/2022;17/12/2024;03/11/2021;
1189;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.610;ASESOROA TOCNICA;23;23/05/2022;03/11/2023;30/11/2021;19/10/2025
1190;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.511.510;GESTION SERVICIOS TECNOLOGICOS;25;19/07/2024;23/12/2025;06/01/2025;25/11/2025
1191;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.458.020;GESTION PROYECTOS;25;05/01/2020;;17/02/2021;
1192;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.514.210;GESTION PROYECTOS;25;27/11/2020;03/06/2024;28/07/2025;
1193;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.420;ASESOROA TOCNICA;23;23/11/2020;16/12/2024;07/06/2025;
1194;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.920;ASESOROA TOCNICA;23;24/07/2020;;30/03/2022;
1195;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.220;ASESOROA TOCNICA;23;14/04/2025;;24/11/2025;
1196;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.392.910;GESTION SERVICIOS TECNOLOGICOS;25;30/06/2020;;16/10/2022;
1197;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.452.220;AYUDANTE TIC;15;20/05/2020;13/02/2023;03/01/2026;31/01/2026
1198;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;568.610;AYUDANTE TIC;16;03/02/2026;13/02/2026;24/06/2022;
1199;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.440.410;DP. TECNICO;26;07/05/2020;;02/11/2020;
